"hasTarget","CAS.nummer","EC.Nummer","Stofnaam_IUPAC","CLP_Aanwezig","SVHC_Aanwezig","Restrict_Aanwezig","POP_Aanwezig","OSPAR_Aanwezig","WFD_Aanwezig","Gewas_Aanwezig","Biociden_Aanwezig"
"","117746-50-6","","Magnesium arsenate, decahydrate",0,0,1,0,0,0,0,0
"","117912-89-7","","Cadmium sulfide (Cd0.55S0.45)",0,0,0,0,0,1,0,0
"","117912-90-0","","Cadmium sulfide (Cd0.53S0.47)",0,0,0,0,0,1,0,0
"","117912-91-1","","Cadmium sulfide (Cd0.52S0.48)",0,0,0,0,0,1,0,0
"","117933-89-8","","1,3-Dioxane, 2-(2,4-dimethyl-3-cyclohexen-1-yl)-5-methyl-5-(1-methylpropyl)-",0,1,0,0,0,0,0,0
"","118658-99-4","401-500-5","(methylenebis(4,1-phenylenazo(1-(3-(dimethylamino)propyl)-1,2-dihydro-6-hydroxy-4-methyl-2-oxopyridine-5,3-diyl)))-1,1'-dipyridinium dichloride dihydrochloride",1,0,0,0,0,0,0,0
"","118685-33-9","405-665-4","A mixture of: disodium (6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)(1-(5-chloro-2-oxidophenylazo)-2-naphtholato)chromate(1-)| trisodium bis(6-(4-anisidino)-3-sulfonato-2-(3,5-dinitro-2-oxidophenylazo)-1-naphtholato)chromate",0,0,1,0,0,0,0,0
"","1187817-57-7","","1-Hexanesulfonic acid, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-, compd. With pyrrolidine (1:1)",0,1,0,1,0,0,0,0
"","119222-01-4","","Sulfuric acid, cadmium salt (4:1)",0,0,0,0,0,1,0,0
"","1192593-79-5","","Hexanoic acid, 2,2,3,3,5,5,6,6,6-nonafluoro-4,4-bis(trifluoromethyl)-|Hexanoic acid, 2,2,3,3,5,5,6,6,6-nonafluoro-4,4-bis(trifluoromethyl)-",0,0,0,1,0,0,0,0
"","119344-86-4","438-340-0","2-(dimethylamino)-2-[(4-methylphenyl)methyl]-1-[4-(morpholin-4-yl)phenyl]butan-1-one",0,1,0,0,0,0,0,0
"","1195164-59-0","","Hexanoic acid, 2,3,3,4,4,5,5,6,6,6-decafluoro-2-(1,1,2,2,2-pentafluoroethyl)-, sodium salt (1:1)|Hexanoic acid, 2,3,3,4,4,5,5,6,6,6-decafluoro-2-(1,1,2,2,2-pentafluoroethyl)-, sodium salt (1:1)",0,0,0,1,0,0,0,0
"","12001-28-4","601-649-8","asbestos",1,0,1,0,0,0,0,0
"","12004-35-2","234-454-8","dialuminium nickel tetraoxide",1,0,1,0,0,1,0,0
"","12005-69-5","","Boron arsenide (BAs)",0,0,1,0,0,0,0,0
"","12005-70-8","","Boron arsenide (B6As)",0,0,1,0,0,0,0,0
"","12005-82-2","624-776-0","Silver hexafluoroarsenate",0,0,1,0,0,0,0,0
"","12005-88-8","234-474-7","Diiron arsenide",0,0,1,0,0,0,0,0
"","12005-96-8","","Manganese arsenide (Mn2As)",0,0,1,0,0,0,0,0
"","12006-15-4","234-484-1","Tricadmium diarsenide",0,0,1,0,0,1,0,0
"","12006-40-5","234-486-2","Trizinc diarsenide",0,0,1,0,0,0,0,0
"","120119-64-4","","Arsenic acid (H3AsO4), lead(2+) salt (2:3), tetrahydrate",0,0,1,0,0,1,0,0
"","12013-69-3","234-591-3","Dicalcium lead tetraoxide",0,0,1,0,0,1,0,0
"","12014-14-1","234-593-4","Cadmium titanium trioxide",0,0,1,0,0,1,0,0
"","12017-86-6","234-628-3","Dilead chromate dihydroxide",0,0,1,0,0,1,0,0
"","12018-18-7","234-636-7","Dichromium nickel tetraoxide",0,0,1,0,0,1,0,0
"","12028-06-7","234-732-9","Ammonium wolframate",0,0,1,0,0,0,0,0
"","12029-23-1","234-735-5","Hafnium lead trioxide",0,0,1,0,0,1,0,0
"","12033-07-7","234-785-8","Tetramanganese nitride",0,0,1,0,0,0,0,0
"","12034-30-9","234-800-8","Lead disodium dioxide",0,0,1,0,0,1,0,0
"","12034-88-7","234-814-4","Lead diniobium hexaoxide",0,0,1,0,0,1,0,0
"","12035-36-8","234-823-3","nickel dioxide",1,0,1,0,0,1,0,0
"","12035-38-0","234-824-9","nickel tin trioxide|nickel stannate",1,0,1,0,0,1,0,0
"","12035-39-1","234-825-4","nickel titanium trioxide",1,0,1,0,0,1,0,0
"","12035-50-6","","Nickel disulfide",0,0,1,0,0,1,0,0
"","12035-51-7","683-050-1","Nickel sulfide (NiS2)",0,0,1,0,0,1,0,0
"","12035-57-3","","Nickel silicide (NiSi)",0,0,1,0,0,1,0,0
"","12035-71-1","","heazlewoodite ",1,0,0,0,0,0,0,0
"","12035-77-7","","Nickel Sulfide (Ni9S8)",0,0,1,0,0,1,0,0
"","12044-20-1","234-948-3","Digallium arsenide phosphide",0,0,1,0,0,0,0,0
"","12044-32-5","","Tin arsenide (SnAs)",0,0,1,0,0,0,0,0
"","12044-42-7","","Cobalt arsenide (CoAs2)",0,0,1,0,0,0,0,0
"","12044-49-4","234-954-6","Trimagnesium diarsenide",0,0,1,0,0,0,0,0
"","12044-50-7","629-626-8","ARSENIC(V) OXIDE HYDRATE",0,0,1,0,0,0,0,0
"","12044-52-9","","Platinum arsenide (PtAs2)",0,0,1,0,0,0,0,0
"","12044-55-2","234-956-7","Zinc diarsenide",0,0,1,0,0,0,0,0
"","12051-87-5","234-991-8","Diammonium hexachlororhenate",0,0,1,0,0,0,0,0
"","12055-09-3","235-012-7","Tetraammonium disodium vanadate",0,0,1,0,0,0,0,0
"","12055-37-7","","Mercury, compound with sodium (2:1)",0,0,0,0,0,1,0,0
"","12059-14-2","235-033-1","dinickel silicide",1,0,1,0,0,1,0,0
"","12059-19-7","822-331-7","Trinickel phosphide",0,0,1,0,0,1,0,0
"","12059-21-1","","Polydymite (Ni3S4)",0,0,1,0,0,1,0,0
"","12059-23-3","235-034-7","Nickel, compound with tin (3:1)",0,0,1,0,0,1,0,0
"","12060-00-3","235-038-9","Lead titanium trioxide",0,1,1,0,0,1,0,0
"","12060-01-4","235-039-4","Lead zirconium trioxide",0,0,1,0,0,1,0,0
"","12062-03-2","","Triammonium uranyl pentafluoride",0,0,1,0,0,0,0,0
"","12065-68-8","235-065-6","Lead ditantalum hexaoxide",0,0,1,0,0,1,0,0
"","12068-61-0","235-103-1","nickel diarsenide",1,0,1,0,0,1,0,0
"","12136-15-1","","Mercury nitride",0,0,0,0,0,1,0,0
"","12137-12-1","","trinickel tetrasulfide",1,0,1,0,0,1,0,0
"","12137-13-2","","Nickel selenide (Ni3Se2)",0,0,1,0,0,1,0,0
"","12137-74-5","235-241-2","Lead disulphide",0,0,1,0,0,1,0,0
"","12139-21-8","","Monteponite (CdO)",0,1,0,0,0,0,0,0
"","12141-20-7","235-252-2","Trilead dioxide phosphonate",0,1,1,0,0,1,0,0
"","12142-88-0","235-260-6","nickel telluride",1,0,1,0,0,1,0,0
"","12142-92-6","235-261-1","Nickel, compound with zirconium (1:2)",0,0,1,0,0,1,0,0
"","121575-60-8","310-162-7","Pitch, coal tar, high-temp., heat-treated|[The heat treated residue from the distillation of high temperature coal tar. A black solid with an approximate softening point from 80 °C to 180 °C (176 °F to 356 °F). Composed primarily of a complex mixture of t",1,0,0,0,0,0,0,0
"","121620-46-0","310-165-3","Distillates (coal tar), benzole fraction, distn. residues|Wash Oil|[A complex combination of hydrocarbons obtained from the distillation of crude benzole (high temperature coal tar).  It may be a liquid with the approximate distillation range of 150°C to ",1,0,0,0,0,0,0,0
"","121620-47-1","310-166-9","Extract residues (coal), naphthalene oil, alk.|Naphthalene Oil Extract Residue|[A complex combination of hydrocarbons obtained from the alkali washing of naphthalene oil to remove phenolic compounds (tar acids).  It is composed of naphthalene and alkyl na",1,0,0,0,0,0,0,0
"","121620-48-2","310-167-4","Extract residues (coal), naphthalene oil, alk., naphthalene-low|Naphthalene Oil Extract Residue|[A complex combination of hydrocarbons remaining after the removal of naphthalene from alkali-washed naphthalene oil by a crystallization process.  It is compo",1,0,0,0,0,0,0,0
"","12167-08-7","","Nickel carbide (NiC)",0,0,1,0,0,1,0,0
"","12172-73-5","601-801-3","asbestos",1,0,1,0,0,0,0,0
"","12201-89-7","235-379-3","nickel disilicide",1,0,1,0,0,1,0,0
"","12205-72-0","235-383-5","Lead chloride oxide",0,0,1,0,0,1,0,0
"","122070-78-4","310-169-5","Phenanthrene, distn. residues|Heavy Anthracene Oil Redistillate|[Residue from the distillation of crude phenanthrene boiling in the approximate range of 340 °C to 420 °C (644 °F to 788 °F). It consists predominantly of phenanthrene, anthracene and carbazo",1,0,0,0,0,0,0,0
"","122070-79-5","310-170-0","Extract oils (coal), coal tar-residual pyrolysis oils, naphthalene oils|Redistillates|[A neutral oil obtained by debasing and dephenolating the oil obtained from the distillation of high temperature tar and pyrolysis residual oils which has a boiliing ran",1,0,0,0,0,0,0,0
"","122070-80-8","310-171-6","Extract oils (coal), coal tar residual pyrolysis oils, naphthalene oil, distn. residues|Redistillates|[Residue from the distillation of dephenolated and debased methylnaphthalene oil (from bituminous coal tar and pyrolysis residual oils) with a boiling ra",1,0,0,0,0,0,0,0
"","12207-63-5","235-384-0","Ammonium trivanadium octaoxide",0,0,1,0,0,0,0,0
"","12208-00-3","","Vanadate (V10O286-), ammonium (1:6)",0,0,1,0,0,0,0,0
"","12213-15-9","","Nickel, bis[(2-phenyldiazenecarbothioic acid-κS) 2-phenylhydrazidato-κN2]-",0,0,1,0,0,1,0,0
"","12213-70-6","","Cadmium selenide sulfide, (Cd2SeS)",0,0,1,0,0,1,0,0
"","12214-12-9","235-392-4","Dicadmium selenide sulphide",0,0,1,0,0,1,0,0
"","122332-23-4","","Phenol, tetrapropylene-, lead(2+) salt",0,0,1,0,0,1,0,0
"","122384-77-4","310-189-4","Extract residues (coal), creosote oil acid|Wash Oil Extract Residue|[A complex combination of hydrocarbons from the base-freed fraction from the distillation of coal tar, boiling in the range of approximately 250°C to 280°C (482°F to 536°F). It consists p",1,0,0,0,0,0,0,0
"","122384-78-5","310-191-5","Extract residues (coal), low temp. coal atar alk.|[The residue from low temperature coal tar oils after an alkaline wash, such as aqueous sodium hydroxide, to remove crude coal tar acids. Composed primarily of hydrocarbons and aromatic nitrogen bases.]",1,0,1,0,0,0,0,0
"","12244-51-8","683-010-3","Nickel(II) carbonate hydroxide tetrahydrate",0,0,1,0,0,1,0,0
"","12249-78-4","","Mercury, compd. with silver (3:2)",0,0,0,0,0,1,0,0
"","12254-85-2","235-499-6","Dichromium arsenide",0,0,1,0,0,0,0,0
"","12255-10-6","","Nickel arsenide sulfide",0,0,1,0,0,1,0,0
"","12255-36-6","235-505-7","Triantimony arsenide",0,0,1,0,0,0,0,0
"","12255-50-4","235-508-3","Tribarium diarsenide",0,0,1,0,0,0,0,0
"","12255-53-7","235-509-9","Tricalcium diarsenide",0,0,1,0,0,0,0,0
"","12255-80-0","","Nickel subarsenide",0,0,1,0,0,1,0,0
"","12256-04-1","","Cobalt arsenide (CoAs3)",0,0,1,0,0,0,0,0
"","12266-38-5","235-536-6","Antimony, compound with lead (1:1)",0,0,1,0,0,1,0,0
"","12267-73-1","235-541-3","tetraboron disodium heptaoxide, hydrate",1,1,0,0,0,0,0,0
"","12268-84-7","235-543-4","Lead hydroxide nitrate",0,0,1,0,0,1,0,0
"","12275-07-9","235-549-7","(maleato)trioxotetralead",0,0,1,0,0,1,0,0
"","1227908-26-0","","Lanthanum lead titanium zirconium oxide",0,0,1,0,0,1,0,0
"","123116-17-6","","Isooctanoic acid, pentadecafluoro-|Isooctanoic acid, pentadecafluoro-",0,0,0,1,0,0,0,0
"","123334-18-9","621-302-4","Tetraphenylarsonium Chloride Hydrochloride Hydrate",0,0,1,0,0,0,0,0
"","12334-31-5","","Nickel, [carbonato(2-)]hexahydroxytetra-",0,0,1,0,0,1,0,0
"","12344-40-0","235-601-9","Mercury silver iodide",0,0,0,0,0,1,0,0
"","12359-17-0","","Nickel oxide (Ni2O)",0,0,1,0,0,1,0,0
"","12372-45-1","235-618-1","Potassium pentadecaoxodiplumbatepentaniobate(1-)",0,0,1,0,0,1,0,0
"","12380-95-9","","Tricadmium dinitride",0,0,0,0,0,1,0,0
"","12397-06-7","","Lead oxide sulfate (Pb4O3(SO4)), monohydrate",0,0,1,0,0,1,0,0
"","12397-66-9","","Tin arsenide (Sn4As3)",0,0,1,0,0,0,0,0
"","12403-82-6","235-642-2","Dihydroxy[styphnato(2-)]dilead",0,0,1,0,0,1,0,0
"","12414-94-7","","Arsenopyrite, cobaltoan",0,0,1,0,0,0,0,0
"","12435-47-1","235-666-3","Lead germanate",0,0,1,0,0,1,0,0
"","12442-27-2","235-672-6","Cadmium zinc sulphide",0,0,1,0,0,1,0,0
"","124594-15-6","682-895-3","Nickel sulfamate tetrahydrate",0,0,1,0,0,1,0,0
"","125022-34-6","","Borate(2-), tetrahydroxybis[μ-(peroxy-κO1:κO2)]di-, sodium, hydrate (1:2:6)",0,1,0,0,0,0,0,0
"","12505-67-8","","2,4,6,8,9,10-Hexaoxa-1,3,5,7-tetraarsatricyclo[3.3.1.13,7]decane",0,0,1,0,0,0,0,0
"","12519-85-6","235-688-3","trihydrogen hydroxybis[orthosilicato(4-)]trinickelate(3-) ",1,0,1,0,0,1,0,0
"","12523-20-5","","Arsenous acid, antimony(3+) salt (1:1)",0,0,1,0,0,0,0,0
"","125275-86-7","","Nickelate(1-), (formato-O)[sulfato(2-)-O]-, hydrogen",0,0,1,0,0,1,0,0
"","125275-87-8","","Nickelate(1-), (acetato-O)[sulfato(2-)-O]-, hydrogen",0,0,1,0,0,1,0,0
"","125328-29-2","","2-Propenoic acid, 2-methyl-, C10-16-alkyl esters, polymers with 2-hydroxyethylmethacrylate, Me methacrylate and perfluoro-C8-14-alkyl acrylate",0,0,0,1,0,0,0,0
"","125328-49-6","","Fatty acids, C4-20-branched, lead salts",0,0,1,0,0,1,0,0
"","125378-87-2","","Nickelate(1-), [3-hydroxy-4-[(4-methyl-3- sulfophenyl)azo]-2-naphthalenecarboxylato(3-)]-, hydrogen",0,0,1,0,0,1,0,0
"","125494-56-6","","Lead, C9-28-neocarboxylate 2-ethylhexanoate complexes, basic",0,0,1,0,0,1,0,0
"","12565-18-3","","Ferrate (2-), [N,N-bis[2-(bis(carboxymethyl)amino)ethyl]glycinato (5-)]-, disodium",0,0,1,0,0,1,0,0
"","125687-98-1","","Chlorous acid, cadmium salt",0,0,0,0,0,1,0,0
"","12608-25-2","","Basic lead sulfite",0,0,1,0,0,1,0,0
"","12619-90-8","235-723-2","nickel boride",1,0,0,0,0,0,0,0
"","12626-31-2","","Arsenic selenide",0,0,1,0,0,0,0,0
"","12645-50-0","629-315-7","1000 NN Ferrite",0,0,1,0,0,1,0,0
"","126535-15-7","","Triflusulfuron-methyl",0,0,0,0,0,0,1,0
"","12656-57-4","235-758-3","Cadmium sulfoselenide orange",0,0,1,0,0,1,0,0
"","12656-85-8","235-759-9","lead chromate molybdate sulfate red|C.I. Pigment Red 104|[This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77605.]",1,1,1,0,0,1,0,0
"","12673-58-4","","molybdenum nickel oxide",1,0,1,0,0,1,0,0
"","12676-62-9","","Boric acid, lead salt",0,0,1,0,0,1,0,0
"","12687-78-4","","Lead silicate sulfate",0,0,1,0,0,1,0,0
"","127087-87-0","","4-Nonylphenol, branched, ethoxylated",0,1,1,0,0,0,0,0
"","12710-36-0","640-090-4","Nickel carbide",0,0,1,0,0,1,0,0
"","12737-30-3","620-395-9","cobalt nickel oxide ",1,0,1,0,0,1,0,0
"","12737-98-3","235-792-9","Lead tungsten oxide",0,0,1,0,0,1,0,0
"","12765-51-4","235-803-7","Lead oxide sulfate",0,0,1,0,0,1,0,0
"","127795-79-3","","Arsenic acid (H3AsO4), ammonium salt (2:1)",0,0,1,0,0,0,0,0
"","12794-26-2","235-829-9","Bis(1-nitroso-2-naphtholato)nickel",0,0,1,0,0,1,0,0
"","12795-30-1","","Nickel arsenide",0,0,1,0,0,1,0,0
"","128226-81-3","","Ethanedioic acid, lead(2+) salt (1:1), trihydrate",0,0,1,0,0,1,0,0
"","129783-45-5","","2-Propenoic acid, 2-methyl-, C10-16-alkyl esters, polymers with 2-hydroxyethyl methacrylate, Me methacrylate and γ-ω-perfluoro-C8-14-alkyl acrylate|2-Propenoic acid, 2-methyl-, C10-16-alkyl esters, polymers with 2-hydroxyethyl methacrylate, Me methacrylat",0,0,0,1,0,0,0,0
"","13001-15-5","235-832-5","Nickel(2+) oleate",0,0,1,0,0,1,0,0
"","1300-34-1","","Mercury, hydroxy(hydroxynitrophenyl)-, monosodium salt",0,0,0,0,0,1,0,0
"","13007-90-4","235-851-9","Dicarbonylbis(triphenylphosphine)nickel",0,0,1,0,0,1,0,0
"","1303-22-6","","Rammelsbergite (NiAs2)",0,0,1,0,0,1,0,0
"","13058-06-5","","Hexanoic acid, 2,3,3,4,4,5,5,6,6,6-decafluoro-2-(1,1,2,2,2- pentafluoroethyl)-, ammonium salt (1:1)|Hexanoic acid, 2,3,3,4,4,5,5,6,6,6-decafluoro-2-(1,1,2,2,2- pentafluoroethyl)-, ammonium salt (1:1)",0,0,0,1,0,0,0,0
"","1309-32-6","","Cryptohalite",0,0,1,0,0,0,0,0
"","13094-04-7","236-010-9","Lead(2+) (R)-12-hydroxyoleate",0,0,1,0,0,1,0,0
"","1310-03-8","677-594-9","Lead hexafluoro-silicate",0,0,1,0,0,1,0,0
"","1310480-24-0","","Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",0,1,0,1,0,0,0,0
"","1310480-27-3","","Methanaminium, N-[4-[[4-(dimethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",0,1,0,1,0,0,0,0
"","1310480-28-4","","Methanaminium, N-[4-[[4-(dimethylamino)phenyl][4-(phenylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-methyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",0,1,0,1,0,0,0,0
"","1310-88-9","215-187-6","Dimercury amidatenitrate",0,0,0,0,0,1,0,0
"","1311-11-1","","Lead hydroxide oxide (Pb2(OH)2O)",0,0,1,0,0,1,0,0
"","1311-90-6","","Ammonium 12-tungstophosphate",0,0,1,0,0,0,0,0
"","1314-06-3","215-217-8","dinickel trioxide",1,0,1,0,0,1,0,0
"","1314-27-8","","Lead oxide (Pb2O3)",0,0,1,0,0,1,0,0
"","1314-91-6","215-247-1","Lead telluride",0,0,1,0,0,1,0,0
"","131651-65-5","","lithium perfluorobutanesulfonate",0,1,0,0,0,0,0,0
"","131866-99-4","603-528-5","Nickel, [29H,31H-phthalocyaninato(2-)-[?]N29,[?]N30,[?]N31,[?]N32]-, sulfo [[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]sulfonyl derivs., sodium salts",0,0,1,0,0,1,0,0
"","1319-86-4","","Mercury, (acetato-kappaO)(3-(chloromethoxy-kappaO)propyl-kappaC)-",0,0,0,0,0,1,0,0
"","132207-32-0","","asbestos",1,0,0,0,0,0,0,0
"","13222-52-1","","Acetophenone, hydrazone, compd. with mercury chloride (HgCl2) (1:1)",0,0,0,0,0,1,0,0
"","13268-42-3","603-647-2","Ethanedioic acid, ammonium iron(3+) salt (3:3:1), trihydrate",0,0,1,0,0,0,0,0
"","1329995-45-0","","Beta-Cyclodextrin, compd. with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid ion(1-)(1:1)",0,1,0,1,0,0,0,0
"","1329995-69-8","","Gamma-Cyclodextrin, compd. with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid ion(1-)(1:1)",0,1,0,1,0,0,0,0
"","1332-98-5","","1,2,3-Propanetricarboxylic acid, 2-hydroxy-, ammonium iron salt, hydrate",0,0,1,0,0,0,0,0
"","1334-75-4","","Mercury, chloropyridinyl-",0,0,0,0,0,1,0,0
"","1334-77-6","","Mercury, (acetato)pyridyl- (8CI)",0,0,0,0,0,1,0,0
"","1335-31-5","215-629-8","Dimercury dicyanide oxide",0,0,0,0,0,1,0,0
"","1336-96-5","215-651-8","Naphthenic acids, mercury salts",0,0,0,0,0,1,0,0
"","133988-90-6","","2-Propanesulfonic acid, 1-hydroxy-, lead salt",0,0,1,0,0,1,0,0
"","13406-89-8","236-498-3","Lead(2+) 2,4-dinitroresorcinolate",0,0,1,0,0,1,0,0
"","134237-50-6","","alpha-hexabromocyclododecane",0,1,0,1,0,1,0,0
"","134237-51-7","","beta-hexabromocyclododecane",0,1,0,1,0,1,0,0
"","134237-52-8","","gamma-hexabromocyclododecane",0,1,0,1,0,1,0,0
"","1344-37-2","215-693-7","lead sulfochromate yellow|C.I. Pigment Yellow 34|[This substance is identified in the Colour Index by Colour Index Constitution Number, C.I. 77603.]",1,1,1,0,0,1,0,0
"","1344-38-3","215-694-2","Basic lead chromate orange",0,0,1,0,0,1,0,0
"","1344-40-7","","Lead hydroxide oxide phosphite (Pb3(OH)O(PO3)), hydrate (2:1)",0,0,1,0,0,1,0,0
"","1345-09-1","215-717-6","Cadmium mercury sulfide",0,0,1,0,0,1,0,0
"","13453-57-1","","Lead dichlorite",0,0,1,0,0,1,0,0
"","13453-62-8","638-754-3","lead(II) perchlorate trihydrate",0,0,1,0,0,1,0,0
"","13453-65-1","603-832-8","lead(2+) phosphonate",0,0,1,0,0,1,0,0
"","13464-28-3","","phosphoric acid, mercury(2+) salt (2:3)",0,0,0,0,0,1,0,0
"","13464-31-8","","Arsenic acid (H3AsO4), copper(2+) salt (1:1)",0,0,1,0,0,0,0,0
"","13464-33-0","","Arsenic acid (H3AsO4), zinc salt (1:1)",0,0,1,0,0,0,0,0
"","13464-36-3","","Arsenic acid, tripotassium salt",0,0,1,0,0,0,0,0
"","13464-39-6","","Arsenic acid, calcium salt (1:2)",0,0,1,0,0,0,0,0
"","13464-44-3","236-683-9","Zinc arsenate",0,0,1,0,0,0,0,0
"","13465-31-1","","Nitric acid, mercury(2+) salt, hydrate (2:1)",0,0,0,0,0,1,0,0
"","13465-33-3","236-694-9","Mercury(1+) bromate",0,0,0,0,0,1,0,0
"","13466-06-3","","Arsonic acid, disodium salt",0,0,1,0,0,0,0,0
"","134737-17-0","603-857-4","Nickel, [29H,31H-phthalocyaninato(2-)-[?]N29,[?]N30,[?]N31,[?]N32]-, [[3-[(5-chloro-6-fluoro-4-pyrimidinyl)amino]phenyl]amino]sulfonyl sulfo derivs., sodium salts",0,0,1,0,0,1,0,0
"","13477-22-0","","Sulfuric acid, cadmium salt (1:1), heptahydrate",0,0,1,0,0,1,0,0
"","13477-97-9","603-867-9","Phosphinic acid, nickel(2+) salt, hexahydrate",0,0,1,0,0,1,0,0
"","13478-93-8","236-782-7","Bis(butanedione dioximato)nickel",0,0,1,0,0,1,0,0
"","13510-31-1","","Boron arsenate",0,0,1,0,0,0,0,0
"","13510-72-0","","Zinc arsenate, octahydrate",0,0,1,0,0,0,0,0
"","13510-96-8","","Chloric acid, lead(2+) salt, monohydrate",0,0,1,0,0,1,0,0
"","13517-20-9","","Perboric acid (H3BO2(O2)), monosodium salt, trihydrate",0,1,0,0,0,0,0,0
